threads	PDB_ID	chain	atoms	mm_Da	runtime	stdev	speedup	efficiency
16	1WA3	A	1536	22267.1	3.24961054325	0.0021998969057962694	6.436215368252191	0.40226346051576195
16	2CHN	B	5178	83080.5	11.92594599725	0.006458583019578343	5.291598757742312	0.3307249223588945
16	4HVY	A	919	18316	2.83994007111	0.0076410550481975335	7.003102865011005	0.4376939290631878
16	1L8L	A	1732	25086.7	4.382111430165	0.061639091597823645	6.019931221090996	0.37624570131818724
16	2F2L	A	1316	18717.3	2.843127012255	0.000748190851899658	6.885843441205401	0.43036521507533754
16	1H6P	B	1454	23667.6	3.602117538455	0.009825273324831983	7.270283020479278	0.45439268877995487
16	1IOO	A	1625	23125.4	3.88256895542	0.04682734032678507	6.1513882270164135	0.38446176418852585
16	2YJG	A	3234	48143.1	5.952454566955	0.009542383674609144	6.112277322758616	0.3820173326724135
16	3DS8	A	1974	28718	4.043353915215	0.0347244513110144	6.434561258438977	0.4021600786524361
16	1QFG	A	5523	80051.1	10.42703247075	0.0586862833932468	5.0770635524301	0.31731647202688124
16	1RJ2	A	2594	41220.3	6.787368655205	0.0028857104178467673	6.430132212905683	0.4018832633066052
16	3U8V	A	622	9890.74	1.503301501275	0.01945313081557208	7.180901204844373	0.4488063253027733
16	3MR7	A	1353	21440.5	3.2685151100149996	0.003197428514553411	6.64601179388469	0.41537573711779313
16	2RG4	A	1630	24320.3	4.19678854942	0.03578874352970381	7.059621310643488	0.441226331915218
16	4BVS	B	2348	40418.7	5.923393011095	0.015098012660952688	5.7531427364297585	0.3595714210268599
16	1H21	A	1845	26939.5	4.805583477025	0.030802265590568288	6.748639120160951	0.42178994501005945
16	1VQ8	A	1753	25354.7	4.928877949715	0.04681183028602246	6.7622808501633225	0.42264255313520765
16	2IOJ	A	903	15514.3	2.2337856292750002	0.005525957604936292	6.803972088889693	0.4252482555556058
16	4GKI	C	1922	31350.4	5.382900953295	0.02745411994553926	7.060113193107691	0.4412570745692307
16	3HL0	A	2520	37100.8	4.8387080431000005	0.06260880629048945	6.0551216955382	0.3784451059711375
16	1DGJ	A	6854	98017.8	15.467191457750001	0.12517681445717646	4.382674593591733	0.2739171620994833
16	1I8L	D	834	13480.3	2.373979091645	0.008746988346825439	7.141569408642989	0.44634808804018683
16	3U5E	S	1445	20478.9	4.76873242855	0.003114989275458688	7.153175208463542	0.44707345052897135
16	3JQW	A	916	13412.7	2.46437942982	0.002703298866392472	6.837087178649545	0.4273179486655966
16	4MPO	A	1005	17667.9	6.500717520709999	0.009347328063957562	4.579818506842047	0.28623865667762793
16	4H73	E	3319	54459.2	8.385156035425	0.025940710912458913	5.711327118461033	0.35695794490381455
16	1JHS	A	1477	21015.6	3.5842505693450004	0.04567420255934387	6.615618524748738	0.41347615779679614
16	3DDJ	A	2174	34080.1	4.65443789959	0.050736207648580105	6.441410138320027	0.4025881336450017
16	1STZ	A	2634	39365.5	6.09166955948	0.022073821854470613	6.5542251065828	0.409639069161425
16	3CHU	B	2404	38129.5	5.03738760948	0.009452020837340506	5.89264274729182	0.36829017170573874
16	1UZ5	A	2918	42854.8	8.081470370295	0.03889867518855516	5.982809593068529	0.37392559956678306
16	2IEL	A	1014	15069.3	2.79401695728	0.0016799733811157429	6.959817454733955	0.43498859092087216
16	2CAY	A	1077	16893	2.8783015012749997	0.029891387902591653	6.627498892836606	0.41421868080228785
16	2POR	A	2218	31555.4	4.80849957466	0.005518876927543056	6.284418044174768	0.392776127760923
16	4IMH	A	4700	39962.2	6.979660987855	0.0630034693773454	5.221219566854566	0.32632622292841035
16	3U48	A	5049	85485.8	10.8644605875	0.04748719145877021	5.276944356980945	0.32980902231130904
16	3Q0I	A	2307	34836.6	5.55519759655	0.06649845464796175	6.583954893065306	0.4114971808165816
16	4I5U	A	2412	39740.1	4.8703929185899995	0.022156598263291756	5.988448866409677	0.37427805415060483
16	3CK1	A	1110	16900.6	2.80725991726	0.015678121883369905	7.356017619952158	0.45975110124700985
16	4KT3	B	1623	15411.7	2.805062055585	0.005714775480188525	6.794661802865221	0.4246663626790763
16	1W8S	E	1937	28668	4.01775610447	0.011514350429983774	6.337000373933502	0.39606252337084386
16	2NWH	A	2268	33326.1	5.09195303917	0.08065423235554278	6.2837006154156265	0.39273128846347666
16	2F6H	X	3161	47988.8	7.60701751709	0.00657962881107249	6.141892718215129	0.38386829488844554
16	2IHR	1	2792	41359.8	7.475283861159999	0.060302024976268846	6.629569054767601	0.4143480659229751
16	3NQH	A	3430	50351.8	6.60192489624	0.0029981582222176153	5.779661620163466	0.36122885126021664
16	3EHC	A	1030	14967.5	2.67998301983	0.018448349948094182	6.669204580308785	0.41682528626929904
16	2BC4	A	1508	23992.8	4.19515991211	0.0026050124097367123	6.69849474100647	0.41865592131290436
16	1LU4	A	1018	14624.2	2.250746965405	0.03174197172502967	6.5646753175967545	0.41029220734979716
16	4FYM	A	1631	31426.6	5.1013239622099995	0.03380261544075592	6.239449520347816	0.3899655950217385
16	3OJ0	A	1091	16336.1	2.90114283562	0.001767807413616244	7.341640084552466	0.45885250528452914
16	1Z21	A	771	12606.4	2.24276292324	0.011853885442782689	7.261450949025366	0.45384068431408536
16	3ZFZ	A	4504	73286.7	12.041526556	0.009883267401668467	5.710162014395012	0.35688512589968824
16	3BPT	A	2792	41078.5	6.053227543829999	0.006308034526998796	6.155058239315109	0.38469113995719434
16	3GOH	A	2278	35092.1	5.12038064003	0.019508258889629416	6.205952496866293	0.3878720310541433
16	1MG7	A	2769	47213.6	6.231287479400001	0.005581254267393158	5.9934634197211	0.37459146373256874
16	3U5C	a	769	13538.9	3.79996049404	0.025630510104270383	6.5529182596385915	0.40955739122741197
16	1BTE	A	738	11507.8	2.239654421805	0.012947680447409701	7.277880236122957	0.45486751475768483
16	1RLO	C	2129	30573.9	4.570813417435	0.024278607788476264	6.14836437709386	0.38427277356836625
16	3JS8	A	4119	58477	7.689511418345	0.052527280126876415	5.479847846414819	0.34249049040092616
16	4JG5	A	2253	39221.4	5.36289703846	0.04475000646564572	6.615680254769193	0.41348001592307454
16	2YVL	B	2022	28697.4	4.67383491993	0.00781082254752561	6.5552486344893985	0.4097030396555874
16	4KIY	K	773	13871	3.0569519996650003	0.03251140459496595	7.344159971160912	0.459009998197557
16	1AMX	A	1356	20314.1	2.871959924695	0.005399517055392023	7.179033474793212	0.44868959217457577
16	1YT3	A	3006	42779.1	6.864243984225	0.1507990637511207	6.0094770968878	0.3755923185554875
16	3TEE	A	1364	23655.7	4.536685466765	0.02945457796353039	7.114210653656903	0.4446381658535564
16	2G3N	D	5676	80580.2	12.01222205165	0.08485003544913117	4.8175920501986536	0.30109950313741585
16	4EQ9	A	1920	27728	4.227668523789999	0.008268200158099896	6.20700923244934	0.38793807702808375
16	2Y0N	A	1359	24776.7	3.78515946865	0.024233257784978576	6.630682850860553	0.41441767817878455
16	1WK9	A	1144	16540.8	2.62489962578	0.024804600460156926	7.279172037358284	0.4549482523348928
16	3RV0	B	2477	39425.8	8.470876455305	0.018222948595370554	6.720445663765765	0.4200278539853603
16	3WFN	E	1174	20481.6	3.69740498066	0.03814980998305989	7.477526158120454	0.46734538488252836
16	3A0O	A	6134	87972	12.37238788605	0.026588592204491137	5.004047438955294	0.3127529649347059
16	3G3S	A	1948	28406.5	4.355354070660001	0.029192255977749194	6.452417545766009	0.40327609661037556
16	3HXA	E	792	12003.6	2.0037405490899998	0.0979421952704044	7.198417250102845	0.4499010781314278
16	4GPV	A	2081	36285.3	5.112411379815001	0.01840519156549607	6.546088649180853	0.4091305405738033
16	3DR8	A	1362	19673.6	3.35115551949	0.003253399530604947	7.126155282173936	0.445384705135871
16	1VSG	A	2706	38844.7	7.31027853489	0.033890955238453445	6.64690219883409	0.41543138742713065
16	3KRM	A	1217	18027.8	3.5083525180799997	0.008934120359303105	7.134500540498205	0.44590628378113784
16	3G5J	A	1045	15485.1	2.80789089203	0.09185315577233177	7.085393382171858	0.44283708638574115
16	4L0J	A	1455	31736.1	4.131042957305	0.02627468253638271	6.918975491796058	0.4324359682372536
16	4FXE	E	601	11160.1	2.0944736003899997	0.002277615690939003	7.493825683468824	0.4683641052168015
16	2HQ6	A	1333	20578.9	3.1538281440700002	0.0005883700044593783	6.633793449315998	0.41461209058224985
16	1XHX	C	4667	66720.9	8.579136490825	0.03640257023388591	5.881792245561711	0.36761201534760696
16	3GZ8	C	1247	18364	3.699185967445	0.044409122752728535	7.35981316889681	0.45998832305605064
16	2ZJR	J	1090	16257.2	3.559722542765	0.03891013912896044	6.9050923647570075	0.43156827279731297
16	3ANP	A	1637	23711.8	4.294798493385	0.03457542005745517	6.690855935385563	0.4181784959615977
16	3RJ6	A	1197	16983.3	2.8581246137600003	0.03733182395126248	6.763832460778535	0.42273952879865845
16	3MQ1	A	804	12143.1	2.59430849552	0.023330978048770528	7.770979270570169	0.48568620441063554
16	1PJU	A	866	13468.3	2.62171506882	0.005365462403901029	7.0894391916378385	0.4430899494773649
16	4AIW	A	1055	17292.3	3.180287003515	0.010957337676777281	6.657512519325722	0.4160945324578576
16	1GMV	B	1060	15737	2.770876049995	0.05135593490429236	7.410306398778483	0.4631441499236552
16	3RRU	A	1125	17483.6	2.710531949995	0.02071972790363415	6.556798191894687	0.40979988699341796
16	2HCF	A	1740	26194.9	3.68057906628	0.03513175845706731	6.616755144582271	0.41354719653639194
16	4FBB	B	1829	29850.2	4.42713046074	0.022417402960555152	6.3909767985740995	0.3994360499108812
16	3OV5	A	618	9021.13	1.8516575097999999	0.0011293669517070312	7.314379112805194	0.45714869455032464
16	3KW3	B	2742	41562.7	6.186297059059999	0.13963942119790065	6.301135492000294	0.3938209682500184
16	2QRW	H	1041	14932.8	3.242510080335	0.02547288089187182	6.36670681841555	0.3979191761509719
16	3HJ6	A	1966	36258.8	4.237132072445	0.05016081887304475	6.295551440436308	0.3934719650272693
16	1W20	A	3008	43011.5	6.388576626775	0.15369320353940885	5.333481529124349	0.3333425955702718
16	2XSE	A	1307	20537.3	3.134371995925	0.07047323963062599	6.798064033577416	0.4248790020985885
16	4ABM	A	646	9249.65	2.518206000325	0.000712956088688669	7.222937314263625	0.45143358214147655
16	3EBY	A	1167	18114	3.075947999955	0.05985223380828356	6.648659209989632	0.415541200624352
16	3AIZ	B	1937	27574.6	5.043659090995	0.00461035947007842	6.300019979062756	0.39375124869142225
16	3A0S	A	792	11219.8	2.21544742584	0.04432230024354944	7.478201858330405	0.46738761614565033
16	3ESL	A	1662	24381.6	3.95632147789	0.011567792627125349	7.0023793819644355	0.4376487113727772
16	4O92	A	1326	23470.4	3.4568989276849997	0.015309084077563267	6.676242518162226	0.41726515738513914
16	1TFH	A	1620	24826.5	4.634114027024999	0.05771825457042662	6.761995351831457	0.42262470948946607
16	4BJT	A	2148	23249	4.1866530179999994	0.007725854503661493	5.898340017570093	0.3686462510981308
16	1J22	A	1029	16116.7	2.759366869925	0.011692715888152131	6.852882850392405	0.4283051781495253
16	3PET	A	1603	23451.4	3.75530397892	0.003223222391072998	6.605361672820902	0.4128351045513064
16	2B35	E	1905	28554.8	4.3571125268949995	0.026182128057000657	6.253624578791291	0.39085153617445567
16	3B9T	A	3223	53558.9	6.888454675675	0.0660599588319841	5.867620609151989	0.3667262880719993
16	3C64	A	1258	20932	4.312242031095	0.020482019675581477	7.165913403184683	0.44786958769904267
16	1Y14	A	1058	21436.7	3.11013007164	0.012549645606720356	7.226234590535623	0.45163966190847643
16	3JQO	A	1443	24293.1	6.13914704323	0.017441377438503186	7.0906759791173055	0.4431672486948316
16	3ZD7	A	4260	79711.8	11.48962104325	0.015354096918405915	5.502423208430478	0.34390145052690485
16	3O2Q	A	2506	39647	5.733188033105	0.016915553355221432	6.596931990780448	0.412308249423778
16	1JDE	A	6716	96582	13.4964609146	0.03924849405832175	5.020143871235599	0.31375899195222495
16	1FS0	G	1714	25683.7	4.248306512835001	0.053957406985938906	6.706196679224053	0.41913729245150333
16	3EMI	A	785	12047.2	3.207521557805	0.007238636937424132	8.15795375573616	0.50987210973351
16	2HQL	A	880	12829.9	3.247523903845	0.027209499635563638	7.2111583111591875	0.4506973944474492
16	3F0H	A	2793	42970.8	5.640261888505	0.06963165136442209	6.006686421794856	0.3754179013621785
16	1XD3	A	1828	26213.6	3.754009485245	0.01325636396708106	6.472181849019572	0.40451136556372325
16	1RWI	A	1872	28519.5	3.63828957081	0.012158691443423932	6.711431598465028	0.41946447490406424
16	2OKX	A	7476	106154	15.9540989399	0.04695327506870716	4.593034293371338	0.28706464333570864
16	3U0C	A	1213	22458.4	4.598078012465	0.1065893798791272	7.290848775960209	0.4556780484975131
16	3HM4	A	1098	16565.9	2.798310041425	0.003707911145471467	6.70669891351387	0.4191686820946169
16	3K0W	A	1457	24890	3.7077190876049997	0.007153163128364248	7.019670026313162	0.4387293766445726
16	1L4U	A	1226	18612.4	2.9616625309	0.0033538776223024217	6.760015989217377	0.42250099932608604
16	4KG4	A	1022	17377.9	2.70638346672	0.027939988818729732	7.179957441360024	0.4487473400850015
16	2EIJ	E	851	12453.1	2.42328441143	7.131246841586401e-05	6.990157852830851	0.4368848658019282
16	3AIH	A	909	14420.1	2.492994666095	0.0030242892613922432	7.2730406395739395	0.4545650399733712
16	3G5I	D	2321	33866.7	4.75759088993	0.015726000705777867	5.893199236833187	0.3683249523020742
16	3O26	A	2256	34082.6	5.013620972629999	0.018933544460617978	5.856116301896755	0.3660072688685472
16	3W0F	A	1767	31847.9	4.354717969895	0.006914106207263434	6.5718877201914525	0.4107429825119658
16	2D3Y	A	1714	24324.1	3.30855357647	0.06824502005061243	6.746537591002313	0.42165859943764455
16	4GEK	A	1600	29544.5	3.54435455799	0.0017669644716226723	6.762039211292026	0.42262745070575164
16	2E2M	J	1932	28760	4.511157035825	0.04557456740964028	6.8443600510026155	0.42777250318766347
16	1BU3	A	799	11354.7	2.25018453598	0.001175728492668419	6.937677461595867	0.4336048413497417
16	3KF8	A	1740	26047.8	4.614129066469999	0.10493047992765012	6.712500116255987	0.4195312572659992
16	3ZRP	A	2904	42028.5	5.838316202165	0.06546956578088159	5.988459560855061	0.3742787225534413
16	3HO7	A	1767	26691.7	4.208018422125	0.03281199591392298	6.422090738781286	0.40138067117383036
16	2IZZ	A	1969	34043.2	4.904299497605001	0.05576162928155783	6.395623351401666	0.3997264594626041
16	2RF0	D	456	9734.6	1.352603554725	0.0005012103184829488	7.747484083376195	0.4842177552110122
16	3M7N	G	1971	28677.6	4.794283628460001	0.08389178467565869	6.259756046679704	0.3912347529174815
16	3HBL	D	8411	128677	21.39883959295	0.033377438002216146	4.925361144476441	0.30783507152977757
16	2CDY	C	1624	25982.9	3.594264626505	0.028941229343975323	6.3614692534431825	0.3975918283401989
16	3UXL	B	2675	41304.6	6.213691949845	0.05608632860011743	5.7248897470508435	0.3578056091906777
16	4IVN	A	1763	30341.6	4.773701548575	0.03526123357657642	7.053439591557867	0.44083997447236667
16	1W33	A	1504	21478.6	4.573012948035	0.004986309350736625	7.088262798157709	0.4430164248848568
16	3MVK	I	1048	16147	2.5439820289600004	0.0022273766450904226	6.678832629173872	0.417427039323367
16	3DR7	D	2821	43267.2	5.732088446615	0.07500638607368669	6.14319849020207	0.3839499056376294
16	3W4S	A	1886	30341.8	4.41696846485	0.08734260004742722	6.273875460675511	0.39211721629221946
16	1VQR	A	2200	33786.8	5.104605436325	0.11096118818623013	6.184961775582352	0.386560110973897
16	3V7P	A	3237	48413.9	6.59639799595	0.017503586189954387	5.517948743707958	0.3448717964817474
16	1HW1	A	1798	27002.6	4.39167141914	0.08107738671915735	6.781627583714403	0.4238517239821502
16	1H30	A	3048	46615.4	7.645402908325	0.22460527616280968	5.7352654324278864	0.3584540895267429
16	3HBC	A	2421	36381.4	4.747137546539999	0.06730312228110964	6.453746629109149	0.40335916431932184
16	1B4F	F	614	9401.77	2.072258353235	0.0023694958237968247	7.138287453351383	0.44614296583446145
16	1TUL	A	810	12179.9	2.193937659265	0.04165912518271916	7.559055944258648	0.4724409965161655
16	3RFA	B	2832	45328.8	6.330937623975	0.026654341347672125	5.993568848720636	0.37459805304503974
16	2GPJ	A	1906	28376.4	4.304589390755	0.004268801410636692	6.3026132199548845	0.3939133262471803
16	3BF4	A	876	14546.4	2.825543403625	0.006986935957126343	7.223077509185082	0.4514423443240676
16	4GIW	A	1208	21829.9	3.217710971835	0.0005303759417647166	6.97583990820634	0.43598999426289625
16	1GXK	D	1196	20844.8	3.486220836635	0.05425209775336515	6.645797471944753	0.41536234199654704
16	4K2U	A	3431	35274.2	9.80207800865	0.004053178128472397	4.685368337598574	0.2928355210999109
16	2HYI	B	730	10370.5	2.420693993565	0.008681745032481088	6.9708261785286645	0.43567663615804153
16	3ECQ	B	10647	171609	25.83276581765	0.016836148749732428	4.069997562443142	0.25437484765269636
16	3ZMK	D	1556	25303	3.839520573615	0.030034350016220557	6.261781793504927	0.3913613620940579
16	2YVS	A	1719	24202.9	4.07197403908	0.07163278372893588	6.630467260640992	0.414404203790062
16	2OAJ	A	6830	100137	15.92527413365	0.02170259239240874	4.83847375153407	0.3024046094708794
16	2O2X	A	1561	23563.1	3.56442952156	0.06371119925395644	6.497832786104122	0.40611454913150763
16	3QJN	A	762	12755.7	2.3163838386549997	0.02615161374067122	7.014362133213777	0.43839763332586107
16	3GUU	A	3263	49345.6	6.139543533325	0.04908523129527663	5.467974431556638	0.3417484019722899
16	3P26	A	3429	54374.7	7.274431943890001	0.001596859795497105	6.065318141268623	0.37908238382928894
16	1V4G	B	3950	58296.9	7.647388100620001	0.08996379684445045	5.430062467829162	0.3393789042393226
16	4BOL	B	3385	28943.8	6.28383505344	0.07649501276063961	5.898238143275269	0.3686398839547043
16	3FLO	B	1463	23981.2	4.05388891697	0.0779897085945936	6.637501170730555	0.4148438231706597
16	4J7N	A	2557	43132.5	5.785423994065	0.017509486748556246	6.173467877270452	0.38584174232940327
16	3LIN	D	882	12566.6	2.4580165147799997	0.06247798247086113	7.377740710083514	0.4611087943802196
16	3GA5	B	2319	33460.7	5.259281635284999	0.060111858400897396	5.987732957933427	0.3742333098708392
16	1GWC	C	1693	24859.7	3.796350836755	0.016315719410356457	6.4964472728713805	0.4060279545544613
16	4I40	B	1837	31215.9	4.343723893165	0.0029683182524111477	6.064538341882438	0.37903364636765235
16	3RPF	A	1137	16988.4	2.972061514855	0.042035412240175485	7.269706879167373	0.4543566799479608
16	2JJQ	A	3215	49093.3	6.299013376235	0.026633099336705938	6.004802048088057	0.37530012800550355
16	3E86	B	751	10706.5	2.82652401924	0.01427800357544077	7.065987864829873	0.4416242415518671
16	1Q23	H	1785	25692.1	3.950930953025	0.013878957218500774	6.547007071914356	0.40918794199464725
16	1U8G	A	747	10803.8	2.3033953905100004	0.0008238865974703342	7.1463114525706235	0.44664446578566397
16	1WMH	A	678	10321.6	1.947093486785	0.0024458659158915724	7.159052822068833	0.4474408013793021
16	1X91	A	1114	16418.7	3.05131387711	0.024004821862289475	6.802440792541165	0.4251525495338228
16	2VFK	A	1620	23226.9	4.04354655743	0.01063567292818284	6.5612978842544925	0.4100811177659058
16	3WAS	A	2729	43939.6	6.396083950995	0.03339092502461895	6.318904706904712	0.3949315441815445
16	2QSW	A	710	11281.6	2.1052221059800003	0.006089545263269185	7.159079309868875	0.44744245686680467
16	4K92	A	1720	30885.7	4.310803532605	0.006023796176657688	6.664824364574586	0.4165515227859116
16	2C27	A	2273	33639	5.350011944769999	0.0248378121767251	6.28318587027849	0.3926991168924056
16	3QTG	A	3459	50321.7	6.89196562767	0.01876310260769492	5.9041568445048505	0.36900980278155315
16	4BKS	I	1014	18806.3	2.912689447405	0.018412440824217457	7.249449667475647	0.4530906042172279
16	3NZ3	A	793	12738.1	2.838233828545	0.06858792681017306	7.529842729362409	0.47061517058515057
16	3FPQ	A	2171	33903.5	4.610194921495	0.023751603593473884	6.256691741267253	0.3910432338292033
16	3RBU	A	5498	83200.6	10.958516478549999	0.03739251546369242	5.053618165921465	0.3158511353700916
16	3IMK	A	1204	17463.3	2.892405509945	0.020952378508008407	6.696609474018155	0.4185380921261347
16	1M7Y	A	3358	49091.8	7.138092160225	0.10876297715027917	5.629060367873349	0.3518162729920843
16	1IQ8	A	4651	66700.1	9.875652432439999	0.019855043161149714	5.5817061595980695	0.34885663497487934
16	2BOJ	C	826	11734.7	2.157666921615	0.002422600858282417	7.488548064177576	0.4680342540110985
16	3HGQ	A	2425	38137.6	5.364379525185	0.09925869423458943	6.053940587169776	0.378371286698111
16	3R2J	A	1469	24046.8	3.302878022195	0.07707461621786074	6.451859197615227	0.4032411998509517
16	1E5R	A	2109	33618.8	4.6000235080700005	0.0646869830936227	6.579258456702533	0.4112036535439083
16	4FLF	A	2070	29342.5	4.657688498500001	0.02638713032661142	5.730348008190225	0.35814675051188904
16	3E7Q	A	1598	23444.7	4.106140971185001	0.0004212998982983431	6.591116013508304	0.411944750844269
16	4AKM	A	1070	18656.7	3.0392366647699998	0.02891290666975835	6.7443397157098985	0.42152123223186866
16	3RMR	A	1842	29676.6	5.36690890789	0.057601086333316676	6.794109823895924	0.42463186399349523
16	1T6P	B	4991	77655.9	12.698787927649999	0.0831176313305569	5.077016757927779	0.31731354737048617
16	3U5G	U	882	13929	3.97439980507	0.05093294913614839	7.013812399293592	0.4383632749558495
16	4AQP	C	847	13776.7	2.39750754833	0.005783390555437348	7.163356835523961	0.4477098022202476
16	3H8U	A	915	13458.5	2.74513399601	0.04603835132987037	6.814383216717066	0.4258989510448166
16	2B2A	A	1363	23621.8	3.59459853172	0.01204961539995756	6.8123555607426205	0.4257722225464138
16	1ZM8	A	1821	28542.9	3.783829927445	0.0011143626761400372	6.267207156813921	0.39170044730087006
16	2YML	B	1517	25746.3	3.73138999939	0.01854326465091685	6.7123642478793535	0.4195227654924596
16	3NZN	A	822	11708.3	2.3032900095000004	0.026482550794629852	7.006882266338418	0.4379301416461511
16	2O5H	A	1093	16292.8	2.8260178566	0.012244165252483816	6.852540052966486	0.42828375331040536
16	2QNL	A	1278	18590.6	3.07884156704	0.015206414357895146	7.37400999218257	0.4608756245114106
16	1CVJ	F	1028	21463.6	3.17597949505	0.10564242449301707	6.447503339352519	0.4029689587095324
16	4JPH	A	813	17138.7	2.988597989085	0.0013519023157944332	7.56281995934153	0.4726762474588456
16	3FE6	A	906	13194.8	2.172332048415	0.0034873988350984167	7.243948227174413	0.4527467641984008
16	3RJ2	X	1075	15795.8	2.4730949401849998	0.03147897539272456	7.133912588867384	0.4458695368042115
16	2QU8	A	1512	25521.2	3.8348714113250004	0.01113064551833735	6.426973655235094	0.4016858534521934
16	1H4R	B	2455	36987.8	5.8616014719	0.015296777202234853	6.195087490864392	0.3871929681790245
16	2FUR	A	1487	23732.4	4.1096650362	0.055335271759580446	7.111823192474812	0.44448894952967577
16	4AY7	A	2186	37177	4.9268145561250005	0.09636522878575411	5.973498537926969	0.37334365862043556
16	1EJF	A	920	14892.5	2.464735984805	0.03688422441831923	6.843938518362066	0.4277461573976291
16	3IWP	B	1837	30958.8	4.220814585685	0.042424174768429565	6.748891080375902	0.42180569252349387
16	1T3W	A	1069	16859.7	3.98537743092	0.001072721589131424	7.013496713257992	0.4383435445786245
16	3TG9	A	2551	40384.5	5.294028043745	0.020968562895294925	5.904386167057036	0.36902413544106477
16	1U07	A	709	10092.6	2.4968791008	0.005754562108953229	7.262102501074367	0.45388140631714796
16	2R78	A	883	12880.2	2.6290606260300002	0.00808157390374724	6.832610030612136	0.4270381269132585
16	3L4E	A	1586	22963.9	3.31552648544	0.0521059802285787	6.685455274099069	0.4178409546311918
16	3EGE	A	1988	29883.7	4.061511993405	0.020757828655482466	6.561029369990779	0.4100643356244237
16	1K6M	A	3526	50195	7.522766947745	0.040405509316509734	5.650323332133994	0.35314520825837464
16	1H5K	A	2369	33948.1	4.7330125570299995	0.0997735601285192	6.191236153224571	0.3869522595765357
16	1GVN	A	737	10734.2	2.269597530365	0.002311670342429683	7.001019446427855	0.43756371540174094
16	2Z86	B	4889	72252.1	9.931522607805	0.015907906506177277	5.633321714309136	0.352082607144321
16	3FA3	I	2216	32020.5	5.810908436775	0.01768970667203958	6.45555153854208	0.40347197115888
16	3UBT	A	2304	37837.3	5.678757429125	0.01264236868157175	6.426588186840949	0.4016617616775593
16	1FC5	B	3033	44481.2	7.345148921010001	0.0024746943553047803	6.558596166635082	0.40991226041469264
16	2E7Y	A	2233	32713.6	5.660959124565	0.04826707667508	6.19606108690023	0.3872538179312644
16	2HJE	A	1664	24868.9	3.88474750519	0.000566453639898523	6.720220811435507	0.42001380071471917
16	3IC9	A	3688	54420.5	8.088138580319999	0.0413538134098092	6.046389895184654	0.3778993684490409
16	3V39	A	3119	46513.9	6.89611947536	0.038392238657993794	5.827701584281503	0.36423134901759396
16	4F7F	B	798	13451	2.267360091205	0.004030418828989038	6.954768442391303	0.4346730276494564
16	2CX0	A	1442	21046.1	3.19479250908	0.05975546464014592	6.959607814390688	0.434975488399418
16	3E38	A	2752	40015	5.702896595	0.011177344229025004	6.306368433329449	0.39414802708309055
16	1ZSQ	A	4186	61104.4	8.70008647442	0.06824502005061181	5.432548197240864	0.339534262327554
16	3G67	A	1685	24134.3	7.42943954468	0.022701641303826448	6.615999372684459	0.4134999607927787
16	2ARZ	A	1863	27306.9	4.528423428535	0.047074152278873474	6.291488186445284	0.39321801165283027
16	1GO3	F	835	12342.2	2.83107507229	0.040582188904831826	7.7428912871670255	0.4839307054479391
16	1VJV	A	2955	48647.4	6.765208005905	0.02884024550122328	6.111390510618778	0.3819619069136736
16	3AII	A	3672	63186	8.247890472415001	0.029324428497497362	5.883617726223401	0.36772610788896254
16	1GQK	B	5687	80439.6	11.5479490757	0.0036967843747913514	4.953248115452286	0.3095780072157679
16	4DDP	A	2936	24459.8	4.31455397606	0.035691974368637865	5.581276343757838	0.3488297714848649
16	2HTI	A	939	21149.3	2.700095534325	0.012809101618006361	6.9569233047325945	0.43480770654578715
16	4BKT	B	602	10974.6	2.15907788277	0.011148347194142295	7.310325923769084	0.45689537023556775
16	1G4T	B	1701	24312.6	3.8319431543349998	0.13309721879215164	6.1253225845995996	0.38283266153747497
16	2F5G	A	1081	15718.2	3.012279987335	0.0035184189166242506	7.308393825494579	0.4567746140934112
16	3VW4	A	880	14727	3.703463077545	0.00961083015438831	7.911681822132051	0.4944801138832532
16	1TX4	A	1579	22586.8	3.58317553997	0.14991853178400355	6.418332479140151	0.40114577994625944
16	3MDV	B	3418	52125.1	7.088476538655	0.08140158027959131	5.7616034697279765	0.36010021685799853
16	3ACH	A	1490	22390.2	3.379150509835	0.051690075130756574	6.450656272754882	0.40316601704718014
16	1YSL	A	2968	44307.9	5.780233979225001	0.025002016294249124	5.707259698287009	0.3567037311429381
16	4I1L	A	415	10278.9	2.345456004145	0.02684602521156137	8.254486340624235	0.5159053962890147
16	2CIU	A	1002	14763	3.18010449409	0.03182626542236893	7.144819645651859	0.4465512278532412
16	4E12	A	1880	30266.2	4.611209988595	0.0527474552604526	6.809368828867228	0.42558555180420177
16	4G9S	B	1537	12538.8	2.971708536145	0.02972735236639515	6.411973677680437	0.4007483548550273
16	1JQJ	D	2580	38745.6	6.522668004035	0.048288318686045564	6.380595402395814	0.3987872126497384
16	3PFO	A	3203	47491.7	6.64261198044	0.01852741742628506	6.017351483249269	0.3760844677030793
16	3CTR	A	602	11822.2	2.320363998415	0.022193181726622272	7.753261763494401	0.4845788602184001
16	3GQV	A	2696	40580.8	5.625490427015	0.00038808818173079407	6.256125922691248	0.391007870168203
16	3ME0	B	972	13852.6	3.13176381588	0.0211990218575564	7.1730982429106565	0.44831864018191603
16	2CO5	A	777	12000.2	2.354983091355	0.012859509238112023	7.012656320941079	0.4382910200588174
